product_type,product_subtype,price,material,brand,competitor_name,product_description,feature,original_site
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Shard is a casual sneaker inspired by running, featuring a minimalist design enriched with contrasting details and a lightweight microporous sole for everyday comfort.",lightweight,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Shard is a casual sneaker inspired by running, featuring a minimalist design enriched with contrasting details and a lightweight microporous sole for everyday comfort.",lightweight,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Shard is a casual sneaker inspired by running, featuring a minimalist design enriched with contrasting details and a lightweight microporous sole for everyday comfort.",lightweight,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Shard is a casual sneaker inspired by running, featuring a minimalist design enriched with contrasting details and a lightweight microporous sole for everyday comfort.",lightweight,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Shard is a casual sneaker inspired by running, featuring a minimalist design enriched with contrasting details and a lightweight microporous sole for everyday comfort.",lightweight,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Shard is a casual sneaker inspired by running, featuring a minimalist design enriched with contrasting details and a lightweight microporous sole for everyday comfort.",lightweight,https://napapijri.com
Footwear,Shoes,88.00,,Napapijri,Napapijri Usa,"Stab is a lightweight sneaker inspired by vintage running, featuring a linear and contemporary style. The comfortable and stable sole makes it ideal for everyday use.",lightweight,https://napapijri.com
Footwear,Shoes,88.00,,Napapijri,Napapijri Usa,"Stab is a lightweight sneaker inspired by vintage running, featuring a linear and contemporary style. The comfortable and stable sole makes it ideal for everyday use.",lightweight,https://napapijri.com
Footwear,Shoes,88.00,,Napapijri,Napapijri Usa,"Stab is a lightweight sneaker inspired by vintage running, featuring a linear and contemporary style. The comfortable and stable sole makes it ideal for everyday use.",lightweight,https://napapijri.com
Footwear,Shoes,88.00,,Napapijri,Napapijri Usa,"Stab is a lightweight sneaker inspired by vintage running, featuring a linear and contemporary style. The comfortable and stable sole makes it ideal for everyday use.",lightweight,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Virtus is an iconic vintage running sneaker, renewed season after season. The multilayer construction and microporous sole with rubber tread ensure comfort and durability.",,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Virtus is an iconic vintage running sneaker, renewed season after season. The multilayer construction and microporous sole with rubber tread ensure comfort and durability.",,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Virtus is an iconic vintage running sneaker, renewed season after season. The multilayer construction and microporous sole with rubber tread ensure comfort and durability.",,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Virtus is an iconic vintage running sneaker, renewed season after season. The multilayer construction and microporous sole with rubber tread ensure comfort and durability.",,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Virtus is an iconic vintage running sneaker, renewed season after season. The multilayer construction and microporous sole with rubber tread ensure comfort and durability.",,https://napapijri.com
Footwear,Shoes,80.00,,Napapijri,Napapijri Usa,"Virtus is an iconic vintage running sneaker, renewed season after season. The multilayer construction and microporous sole with rubber tread ensure comfort and durability.",,https://napapijri.com
Apparel,Jacket,122.50,,Napapijri,Napapijri Usa,"Designed for life on the move, the Traveler Jacket embodies the spirit of modern adventure. This versatile outer layer comes with a protective hood, convenient front pockets and an adjustable drawstring hem for a customisable fit. Crafted from durable materials, it's built to withstand diverse environments while maintaining a sleek, urban aesthetic.",hood,https://napapijri.com
Apparel,Jacket,122.50,,Napapijri,Napapijri Usa,"Designed for life on the move, the Traveler Jacket embodies the spirit of modern adventure. This versatile outer layer comes with a protective hood, convenient front pockets and an adjustable drawstring hem for a customisable fit. Crafted from durable materials, it's built to withstand diverse environments while maintaining a sleek, urban aesthetic.",hood,https://napapijri.com
Apparel,Jacket,122.50,,Napapijri,Napapijri Usa,"Designed for life on the move, the Traveler Jacket embodies the spirit of modern adventure. This versatile outer layer comes with a protective hood, convenient front pockets and an adjustable drawstring hem for a customisable fit. Crafted from durable materials, it's built to withstand diverse environments while maintaining a sleek, urban aesthetic.",hood,https://napapijri.com
Apparel,Jacket,122.50,,Napapijri,Napapijri Usa,"Designed for life on the move, the Traveler Jacket embodies the spirit of modern adventure. This versatile outer layer comes with a protective hood, convenient front pockets and an adjustable drawstring hem for a customisable fit. Crafted from durable materials, it's built to withstand diverse environments while maintaining a sleek, urban aesthetic.",hood,https://napapijri.com
Apparel,Jacket,159.00,,Napapijri,Napapijri Usa,"Drawing on Napapijri's adventurous spirit, the urban-inspired Traveler Short Jacket features a design inspired by the brand's outdoor heritage. This versatile piece has a protective hood, convenient front pockets and adjustable drawstrings for a customisable fit. It's crafted from durable materials, delivering practicality and comfort for busy lifestyles and everyday adventures.",hood,https://napapijri.com
Apparel,Jacket,159.00,,Napapijri,Napapijri Usa,"Drawing on Napapijri's adventurous spirit, the urban-inspired Traveler Short Jacket features a design inspired by the brand's outdoor heritage. This versatile piece has a protective hood, convenient front pockets and adjustable drawstrings for a customisable fit. It's crafted from durable materials, delivering practicality and comfort for busy lifestyles and everyday adventures.",hood,https://napapijri.com
Apparel,Top,48.00,"down, cotton",Napapijri,Napapijri Usa,"Rooted in Napapijri’s exploration heritage, the Trekking Long Sleeve Shirt is cut in a relaxed fit that moves easily between trail and city. Built from a soft cotton flannel fabric, it features a button-down collar, chest pocket, and a classic check pattern that keeps things grounded and versatile. A shirt that holds its own wherever the day takes you.",chest pocket,https://napapijri.com
Apparel,Top,80.00,"down, cotton",Napapijri,Napapijri Usa,"Rooted in Napapijri’s exploration heritage, the Trekking Long Sleeve Shirt is cut in a relaxed fit that moves easily between trail and city. Built from a soft cotton flannel fabric, it features a button-down collar, chest pocket, and a classic check pattern that keeps things grounded and versatile. A shirt that holds its own wherever the day takes you.",chest pocket,https://napapijri.com
Apparel,Top,48.00,"down, cotton",Napapijri,Napapijri Usa,"Rooted in Napapijri’s exploration heritage, the Trekking Long Sleeve Shirt is cut in a relaxed fit that moves easily between trail and city. Built from a soft cotton flannel fabric, it features a button-down collar, chest pocket, and a classic check pattern that keeps things grounded and versatile. A shirt that holds its own wherever the day takes you.",chest pocket,https://napapijri.com
Apparel,Top,80.00,"down, cotton",Napapijri,Napapijri Usa,"Rooted in Napapijri’s exploration heritage, the Trekking Long Sleeve Shirt is cut in a relaxed fit that moves easily between trail and city. Built from a soft cotton flannel fabric, it features a button-down collar, chest pocket, and a classic check pattern that keeps things grounded and versatile. A shirt that holds its own wherever the day takes you.",chest pocket,https://napapijri.com
Apparel,Top,48.00,"down, cotton",Napapijri,Napapijri Usa,"Rooted in Napapijri’s exploration heritage, the Trekking Long Sleeve Shirt is cut in a relaxed fit that moves easily between trail and city. Built from a soft cotton flannel fabric, it features a button-down collar, chest pocket, and a classic check pattern that keeps things grounded and versatile. A shirt that holds its own wherever the day takes you.",chest pocket,https://napapijri.com
Apparel,Jacket,122.50,,Napapijri,Napapijri Usa,"Inspired by Napapijri’s adventurous spirit, the Tundra Jacket blends outdoor performance with urban style. This versatile jacket features a durable water-repellent finish, an adjustable hood and zipped pockets for practical functionality. Made from durable polyamide, the Tundra Jacket delivers comfort and protection for everyday adventures.","water-repellent, hood",https://napapijri.com
Apparel,Jacket,122.50,,Napapijri,Napapijri Usa,"Inspired by Napapijri’s adventurous spirit, the Tundra Jacket blends outdoor performance with urban style. This versatile jacket features a durable water-repellent finish, an adjustable hood and zipped pockets for practical functionality. Made from durable polyamide, the Tundra Jacket delivers comfort and protection for everyday adventures.","water-repellent, hood",https://napapijri.com
Apparel,Jacket,122.50,,Napapijri,Napapijri Usa,"Inspired by Napapijri’s adventurous spirit, the Tundra Jacket blends outdoor performance with urban style. This versatile jacket features a durable water-repellent finish, an adjustable hood and zipped pockets for practical functionality. Made from durable polyamide, the Tundra Jacket delivers comfort and protection for everyday adventures.","water-repellent, hood",https://napapijri.com
